Date,F,JNJ,JPM,KO,WMT
2008-02-28,3.3265044689178467,36.69078063964844,26.663511276245117,16.84373664855957,11.609548568725586
2008-02-29,3.281280517578125,36.25196838378906,25.538917541503906,16.56046485900879,11.355374336242676
2008-03-03,3.1054089069366455,36.409942626953125,25.0174560546875,16.719097137451172,11.424066543579102
2008-03-04,3.0802829265594482,36.649818420410156,24.62163734436035,16.818241119384766,11.419488906860352
2008-03-05,3.07525897026062,36.93653106689453,24.338924407958984,16.906064987182617,11.346217155456543
2008-03-06,2.9848101139068604,36.643985748291016,23.478206634521484,16.74176788330078,11.444674491882324
2008-03-07,2.9044106006622314,35.98868942260742,23.597564697265625,16.670942306518555,11.426362037658691
2008-03-10,2.813962697982788,35.88336944580078,22.919050216674805,16.61711883544922,11.185927391052246
2008-03-11,2.964710235595703,36.53281784057617,24.401758193969727,16.846572875976562,11.50650405883789
2008-03-12,2.8642117977142334,36.59715270996094,24.257244110107422,16.875083923339844,11.570465087890625
2008-03-13,2.708437919616699,36.7492790222168,23.943134307861328,16.800966262817383,11.641790390014648
2008-03-14,2.658189296722412,36.655677795410156,22.95675277709961,16.401805877685547,11.462325096130371
2008-03-17,2.567739963531494,37.46894454956055,25.3253116607666,16.447425842285156,11.492241859436035
2008-03-18,2.658189296722412,38.21200942993164,26.833131790161133,16.937808990478516,11.729219436645508
2008-03-19,2.738588333129883,37.96042251586914,26.682342529296875,17.094606399536133,11.683201789855957
2008-03-20,2.82401180267334,38.25296401977539,28.881263732910156,17.402515411376953,12.246888160705566
2008-03-24,2.994859457015991,37.966270446777344,29.24567222595215,17.442440032958984,12.338912963867188
2008-03-25,3.0149593353271484,37.767337799072266,28.93781089782715,17.508007049560547,12.205470085144043
2008-03-26,2.949634313583374,37.855098724365234,27.712705612182617,17.433883666992188,12.170965194702148
